region,lat,lon,households
East Midlands,52.4170,-0.9045,2.503
East Midlands,52.4172,-0.9192,0.560
East Midlands,52.4173,-0.9339,2.307
East Midlands,52.4174,-0.9486,6.063
East Midlands,52.4176,-0.9633,10.344
East Midlands,52.4177,-0.9780,3.863
East Midlands,52.4178,-0.9927,5.169
East Midlands,52.4179,-1.0074,2.350
East Midlands,52.4181,-1.0221,4.444
East Midlands,52.4182,-1.0368,11.156
East Midlands,52.4183,-1.0515,319.793
East Midlands,52.4184,-1.0662,95.938
East Midlands,52.4185,-1.0809,5.165
East Midlands,52.4187,-1.0956,2.592
East Midlands,52.4188,-1.1103,1.481
East Midlands,52.4189,-1.1250,1.449
East Midlands,52.4190,-1.1397,1.641
East Midlands,52.4191,-1.1544,2.728
East Midlands,52.4192,-1.1691,5.333
East Midlands,52.4193,-1.1838,4.910
East Midlands,52.4194,-1.1985,18.205
East Midlands,52.4195,-1.2132,9.915
East Midlands,52.4196,-1.2279,4.876
East Midlands,52.4197,-1.2426,11.326
East Midlands,52.4199,-0.3749,1.340
East Midlands,52.4201,-0.3896,1.608
East Midlands,52.4203,-0.4043,0.804
East Midlands,52.4205,-0.4190,1.444
East Midlands,52.4207,-0.4337,0.908
East Midlands,52.4209,-0.4484,3.405
East Midlands,52.4211,-0.4631,1.081
East Midlands,52.4213,-0.4778,0.180
East Midlands,52.4215,-0.4925,20.080
East Midlands,52.4217,-0.5072,5.427
East Midlands,52.4219,-0.5219,11.210
East Midlands,52.4220,-0.5366,0.729
East Midlands,52.4222,-0.5514,2.535
East Midlands,52.4224,-0.5661,2.708
East Midlands,52.4226,-0.5808,2.934
East Midlands,52.4228,-0.5955,2.934
East Midlands,52.4229,-0.6102,9.605
East Midlands,52.4231,-0.6249,1.499
East Midlands,52.4233,-0.6396,4.144
East Midlands,52.4234,-0.6543,3.093
East Midlands,52.4236,-0.6690,6.979
East Midlands,52.4238,-0.6837,6.399
East Midlands,52.4239,-0.6984,5.766
East Midlands,52.4241,-0.7131,3.736
East Midlands,52.4243,-0.7278,66.625
East Midlands,52.4244,-0.7425,4.443
East Midlands,52.4246,-0.7572,1.340
East Midlands,52.4247,-0.7719,5.958
East Midlands,52.4249,-0.7866,761.687
East Midlands,52.4250,-0.8013,1458.355
East Midlands,52.4252,-0.8160,486.378
East Midlands,52.4253,-0.8307,3.613
East Midlands,52.4255,-0.8454,1.961
East Midlands,52.4256,-0.8601,0.360
East Midlands,52.4258,-0.8748,0.957
East Midlands,52.4259,-0.8895,51.040
East Midlands,52.4260,-0.9042,2.182
East Midlands,52.4262,-0.9189,1.637
East Midlands,52.4263,-0.9337,5.190
East Midlands,52.4264,-0.9484,151.657
East Midlands,52.4266,-0.9631,68.947
East Midlands,52.4267,-0.9778,2.366
East Midlands,52.4268,-0.9925,2.887
East Midlands,52.4269,-1.0072,2.887
East Midlands,52.4271,-1.0219,2.504
East Midlands,52.4272,-1.0366,17.849
East Midlands,52.4273,-1.0513,9.668
East Midlands,52.4274,-1.0660,6.693
East Midlands,52.4276,-1.0954,1.111
East Midlands,52.4278,-1.1101,80.732
East Midlands,52.4279,-1.1248,1.029
East Midlands,52.4280,-1.1395,0.555
East Midlands,52.4281,-1.1542,0.573
East Midlands,52.4282,-1.1690,1.197
East Midlands,52.4283,-1.1837,4.917
East Midlands,52.4284,-1.1984,6.555
East Midlands,52.4285,-1.2131,3.414
East Midlands,52.4286,-1.2278,2.255
East Midlands,52.4287,-1.2425,0.112
East Midlands,52.4287,-0.3599,12.195
East Midlands,52.4288,-1.2572,0.022
East Midlands,52.4289,-0.3746,1.474
East Midlands,52.4291,-0.3893,1.608
East Midlands,52.4293,-0.4040,5.360
East Midlands,52.4295,-0.4187,0.723
East Midlands,52.4297,-0.4334,0.561
East Midlands,52.4299,-0.4481,1.362
East Midlands,52.4301,-0.4628,5.675
East Midlands,52.4303,-0.4775,3.178
East Midlands,52.4305,-0.4922,14.352
East Midlands,52.4307,-0.5069,2.955
East Midlands,52.4309,-0.5216,19.593
East Midlands,52.4310,-0.5364,0.182
East Midlands,52.4312,-0.5511,2.851
East Midlands,52.4314,-0.5658,8.350
East Midlands,52.4316,-0.5805,26.179
East Midlands,52.4318,-0.5952,1.354
East Midlands,52.4319,-0.6099,3.097
East Midlands,52.4321,-0.6246,1.512
East Midlands,52.4323,-0.6393,0.682
East Midlands,52.4324,-0.6540,1.058
East Midlands,52.4326,-0.6687,4.247
East Midlands,52.4328,-0.6834,200.869
East Midlands,52.4329,-0.6981,39.306
East Midlands,52.4331,-0.7128,2.080
East Midlands,52.4332,-0.7275,1.387
East Midlands,52.4334,-0.7422,0.347
East Midlands,52.4336,-0.7569,1.983
East Midlands,52.4337,-0.7716,11.022
East Midlands,52.4339,-0.7864,0.690
East Midlands,52.4340,-0.8011,214.654
East Midlands,52.4342,-0.8158,534.593
East Midlands,52.4343,-0.8305,129.675
East Midlands,52.4345,-0.8452,0.979
East Midlands,52.4346,-0.8599,2.192
East Midlands,52.4347,-0.8746,1.219
East Midlands,52.4349,-0.8893,2.000
East Midlands,52.4350,-0.9040,1.637
East Midlands,52.4352,-0.9187,0.265
East Midlands,52.4353,-0.9334,3.350
East Midlands,52.4354,-0.9481,4.307
East Midlands,52.4355,-0.9629,5.322
East Midlands,52.4357,-0.9776,5.001
East Midlands,52.4358,-0.9923,24.512
East Midlands,52.4359,-1.0070,38.058
East Midlands,52.4360,-1.0217,3.163
East Midlands,52.4362,-1.0364,11.857
East Midlands,52.4363,-1.0511,22.510
East Midlands,52.4364,-1.0658,13.701
East Midlands,52.4365,-1.0805,3.750
East Midlands,52.4366,-1.0952,19.324
East Midlands,52.4367,-1.1099,36.140
East Midlands,52.4369,-1.1247,10.773
East Midlands,52.4370,-1.1394,2.219
East Midlands,52.4371,-1.1541,0.501
East Midlands,52.4372,-1.1688,1.729
East Midlands,52.4373,-1.1835,3.844
East Midlands,52.4374,-1.1982,4.241
East Midlands,52.4375,-1.2129,24.981
East Midlands,52.4375,-0.3449,8.040
East Midlands,52.4376,-1.2276,1.182
East Midlands,52.4377,-1.2423,1.233
East Midlands,52.4377,-0.3596,13.937
East Midlands,52.4378,-1.2570,0.186
East Midlands,52.4379,-1.2718,0.241
East Midlands,52.4379,-0.3743,6.700
East Midlands,52.4381,-0.3890,1.206
East Midlands,52.4383,-0.4037,12.293
East Midlands,52.4385,-0.4184,2.531
East Midlands,52.4387,-0.4331,0.327
East Midlands,52.4389,-0.4478,0.681
East Midlands,52.4391,-0.4625,2.951
East Midlands,52.4393,-0.4772,20.775
East Midlands,52.4395,-0.4919,7.943
East Midlands,52.4397,-0.5066,58.672
East Midlands,52.4398,-0.5213,6.047
East Midlands,52.4400,-0.5361,1.003
East Midlands,52.4402,-0.5508,1.206
East Midlands,52.4404,-0.5655,0.600
East Midlands,52.4406,-0.5802,2.045
East Midlands,52.4407,-0.5949,8.664
East Midlands,52.4409,-0.6096,7.296
East Midlands,52.4411,-0.6243,7.039
East Midlands,52.4413,-0.6390,3.039
East Midlands,52.4414,-0.6537,1.464
East Midlands,52.4416,-0.6684,5.518
East Midlands,52.4418,-0.6831,321.994
East Midlands,52.4419,-0.6978,34.151
East Midlands,52.4421,-0.7126,0.711
East Midlands,52.4422,-0.7273,4.980
East Midlands,52.4424,-0.7420,0.996
East Midlands,52.4426,-0.7567,1.600
East Midlands,52.4427,-0.7714,0.591
East Midlands,52.4429,-0.7861,2.072
East Midlands,52.4430,-0.8008,311.140
East Midlands,52.4432,-0.8155,1686.223
East Midlands,52.4433,-0.8302,1151.238
East Midlands,52.4434,-0.8449,20.671
East Midlands,52.4436,-0.8597,0.657
East Midlands,52.4437,-0.8744,2.438
East Midlands,52.4439,-0.8891,2.665
East Midlands,52.4440,-0.9038,4.546
East Midlands,52.4441,-0.9185,7.517
East Midlands,52.4443,-0.9332,0.687
East Midlands,52.4444,-0.9479,1.001
East Midlands,52.4445,-0.9626,7.362
East Midlands,52.4447,-0.9774,3.225
East Midlands,52.4448,-0.9921,1.613
East Midlands,52.4449,-1.0068,0.497
East Midlands,52.4450,-1.0215,1.159
East Midlands,52.4452,-1.0362,5.180
East Midlands,52.4453,-1.0509,77.683
East Midlands,52.4454,-1.0656,23.820
East Midlands,52.4455,-1.0803,94.864
East Midlands,52.4456,-1.0950,266.859
East Midlands,52.4457,-1.1098,24.237
East Midlands,52.4458,-1.1245,13.426
East Midlands,52.4460,-1.1392,3.884
East Midlands,52.4461,-1.1539,0.859
East Midlands,52.4462,-1.1686,15.031
East Midlands,52.4463,-1.1833,10.500
East Midlands,52.4464,-1.1980,97.341
East Midlands,52.4465,-1.2128,105.989
East Midlands,52.4465,-0.3445,0.670
East Midlands,52.4466,-1.2275,36.604
East Midlands,52.4467,-1.2422,2.677
East Midlands,52.4467,-0.3592,2.278
East Midlands,52.4468,-1.2716,0.186
East Midlands,52.4468,-1.2569,0.536
East Midlands,52.4469,-0.3739,0.134
East Midlands,52.4471,-0.3887,2.544
East Midlands,52.4473,-0.4034,1.553
East Midlands,52.4475,-0.4181,2.847
East Midlands,52.4477,-0.4328,0.499
East Midlands,52.4479,-0.4475,7.988
East Midlands,52.4481,-0.4622,31.097
East Midlands,52.4483,-0.4769,6.422
East Midlands,52.4485,-0.4916,13.900
East Midlands,52.4486,-0.5063,2.864
East Midlands,52.4488,-0.5210,1.451
East Midlands,52.4490,-0.5358,2.177
East Midlands,52.4492,-0.5505,0.350
East Midlands,52.4494,-0.5652,1.751
East Midlands,52.4496,-0.5799,4.771
East Midlands,52.4497,-0.5946,31.967
East Midlands,52.4499,-0.6093,47.950
East Midlands,52.4501,-0.6240,4.359
East Midlands,52.4502,-0.6387,0.588
East Midlands,52.4504,-0.6534,0.868
East Midlands,52.4506,-0.6682,2.317
East Midlands,52.4507,-0.6829,5.415
East Midlands,52.4509,-0.6976,1.230
East Midlands,52.4511,-0.7123,0.324
East Midlands,52.4512,-0.7270,0.838
East Midlands,52.4514,-0.7417,1.025
East Midlands,52.4515,-0.7564,0.644
East Midlands,52.4517,-0.7711,0.388
East Midlands,52.4518,-0.7859,1.932
East Midlands,52.4520,-0.8006,10.016
East Midlands,52.4521,-0.8153,859.578
East Midlands,52.4523,-0.8300,283.335
East Midlands,52.4524,-0.8447,30.269
East Midlands,52.4526,-0.8594,3.380
East Midlands,52.4527,-0.8741,44.089
East Midlands,52.4529,-0.8889,1.663
East Midlands,52.4530,-0.9036,3.528
East Midlands,52.4531,-0.9183,0.377
East Midlands,52.4533,-0.9330,1.759
East Midlands,52.4534,-0.9477,12.102
East Midlands,52.4535,-0.9624,2.342
East Midlands,52.4537,-0.9771,1.277
East Midlands,52.4538,-0.9919,0.203
East Midlands,52.4539,-1.0066,0.299
East Midlands,52.4540,-1.0213,8.767
East Midlands,52.4541,-1.0360,4.368
East Midlands,52.4543,-1.0507,384.296
East Midlands,52.4544,-1.0654,27.485
East Midlands,52.4545,-1.0801,2.718
East Midlands,52.4546,-1.0949,6.343
East Midlands,52.4547,-1.1096,15.572
East Midlands,52.4548,-1.1243,6.831
East Midlands,52.4549,-1.1390,1.074
East Midlands,52.4551,-1.1537,1.718
East Midlands,52.4552,-1.1684,0.787
East Midlands,52.4553,-1.1832,4.516
East Midlands,52.4553,-0.3295,1.933
East Midlands,52.4554,-1.1979,1625.808
East Midlands,52.4555,-1.2126,1414.828
East Midlands,52.4555,-0.3442,1.744
East Midlands,52.4556,-1.2420,3.936
East Midlands,52.4556,-1.2273,111.622
East Midlands,52.4557,-1.2567,1.538
East Midlands,52.4557,-0.3589,2.790
East Midlands,52.4558,-1.2715,2.467
East Midlands,52.4559,-0.3736,1.474
East Midlands,52.4561,-0.3883,12.298
East Midlands,52.4563,-0.4030,3.365
East Midlands,52.4565,-0.4178,0.374
East Midlands,52.4567,-0.4325,2.871
East Midlands,52.4569,-0.4472,4.867
East Midlands,52.4571,-0.4619,25.195
East Midlands,52.4573,-0.4766,4.533
East Midlands,52.4574,-0.4913,2.979
East Midlands,52.4576,-0.5060,0.905
East Midlands,52.4578,-0.5207,1.357
East Midlands,52.4580,-0.5355,1.209
East Midlands,52.4582,-0.5502,1.751
East Midlands,52.4584,-0.5649,1.576
East Midlands,52.4585,-0.5796,1.335
East Midlands,52.4587,-0.5943,25.612
East Midlands,52.4589,-0.6090,411.970
East Midlands,52.4591,-0.6237,9.957
East Midlands,52.4592,-0.6385,2.302
East Midlands,52.4594,-0.6532,0.938
East Midlands,52.4596,-0.6679,1.961
East Midlands,52.4597,-0.6826,22.628
East Midlands,52.4599,-0.6973,29.796
East Midlands,52.4601,-0.7120,28.011
East Midlands,52.4602,-0.7267,340.114
East Midlands,52.4604,-0.7415,21.592
East Midlands,52.4605,-0.7562,1.809
East Midlands,52.4607,-0.7709,1.844
East Midlands,52.4608,-0.7856,0.243
East Midlands,52.4610,-0.8003,8.727
East Midlands,52.4611,-0.8150,13.105
East Midlands,52.4613,-0.8298,3.347
East Midlands,52.4614,-0.8445,6.407
East Midlands,52.4616,-0.8592,1.024
East Midlands,52.4617,-0.8739,1.839
East Midlands,52.4618,-0.8886,2.740
East Midlands,52.4620,-0.9033,145.255
East Midlands,52.4621,-0.9181,147.803
East Midlands,52.4623,-0.9328,92.349
East Midlands,52.4624,-0.9475,35.332
East Midlands,52.4625,-0.9622,2.049
East Midlands,52.4626,-0.9769,7.709
East Midlands,52.4628,-0.9917,3.482
East Midlands,52.4629,-1.0064,8.376
East Midlands,52.4630,-1.0211,53.951
East Midlands,52.4631,-1.0358,8.736
East Midlands,52.4633,-1.0505,2.872
East Midlands,52.4634,-1.0652,11.647
East Midlands,52.4635,-1.0800,9.304
East Midlands,52.4636,-1.0947,2.448
East Midlands,52.4637,-1.1094,4.499
East Midlands,52.4638,-1.1241,1.460
East Midlands,52.4639,-1.1388,7.727
East Midlands,52.4640,-1.1536,4.415
East Midlands,52.4641,-1.1683,1.557
East Midlands,52.4642,-1.1830,9.607
East Midlands,52.4643,-1.1977,1159.509
East Midlands,52.4643,-0.3291,2.148
East Midlands,52.4644,-1.2124,326.938
East Midlands,52.4645,-1.2272,7.779
East Midlands,52.4645,-0.3439,4.510
East Midlands,52.4646,-1.2419,5.164
East Midlands,52.4647,-1.2566,11.812
East Midlands,52.4647,-0.3586,0.349
East Midlands,52.4648,-1.2713,2.304
East Midlands,52.4649,-1.2860,2.304
East Midlands,52.4649,-0.3733,2.093
East Midlands,52.4650,-1.3008,0.372
East Midlands,52.4651,-0.3880,3.414
East Midlands,52.4653,-0.4027,3.841
East Midlands,52.4655,-0.4174,0.936
East Midlands,52.4657,-0.4321,4.838
East Midlands,52.4659,-0.4469,1.941
East Midlands,52.4661,-0.4616,6.108
East Midlands,52.4662,-0.4763,8.759
East Midlands,52.4664,-0.4910,21.123
East Midlands,52.4666,-0.5057,1.172
East Midlands,52.4668,-0.5204,0.703
East Midlands,52.4670,-0.5352,2.656
East Midlands,52.4672,-0.5499,2.631
East Midlands,52.4675,-0.5793,1.424
East Midlands,52.4677,-0.5940,7.084
East Midlands,52.4679,-0.6087,11.444
East Midlands,52.4681,-0.6235,10.165
East Midlands,52.4682,-0.6382,7.363
East Midlands,52.4684,-0.6529,192.710
East Midlands,52.4686,-0.6676,89.377
East Midlands,52.4687,-0.6823,1.667
East Midlands,52.4689,-0.6971,736.705
East Midlands,52.4690,-0.7118,1430.163
East Midlands,52.4692,-0.7265,1498.961
East Midlands,52.4694,-0.7412,176.535
East Midlands,52.4695,-0.7559,1.406
East Midlands,52.4697,-0.7706,0.598
East Midlands,52.4698,-0.7854,1.211
East Midlands,52.4700,-0.8001,1.105
East Midlands,52.4701,-0.8148,1.658
East Midlands,52.4703,-0.8295,0.186
East Midlands,52.4704,-0.8442,0.910
East Midlands,52.4706,-0.8590,2.502
East Midlands,52.4707,-0.8737,1.514
East Midlands,52.4708,-0.8884,84.764
East Midlands,52.4710,-0.9031,713.195
East Midlands,52.4711,-0.9178,2063.561
East Midlands,52.4712,-0.9326,1403.524
East Midlands,52.4714,-0.9473,91.329
East Midlands,52.4715,-0.9620,4.226
East Midlands,52.4716,-0.9767,4.701
East Midlands,52.4718,-0.9914,4.109
East Midlands,52.4719,-1.0062,6.031
East Midlands,52.4720,-1.0209,4.046
East Midlands,52.4721,-1.0356,6.372
East Midlands,52.4722,-1.0503,0.266
East Midlands,52.4724,-1.0651,2.974
East Midlands,52.4725,-1.0798,2.442
East Midlands,52.4726,-1.0945,1.472
East Midlands,52.4727,-1.1092,2.233
East Midlands,52.4728,-1.1239,38.823
East Midlands,52.4729,-1.1387,64.894
East Midlands,52.4730,-1.1534,16.225
East Midlands,52.4731,-1.1681,3.877
East Midlands,52.4732,-1.1828,6.831
East Midlands,52.4732,-0.3288,1.933
East Midlands,52.4733,-1.1976,105.707
East Midlands,52.4734,-1.2123,25.764
East Midlands,52.4735,-1.2270,26.558
East Midlands,52.4735,-0.3435,1.933
East Midlands,52.4736,-1.2417,39.140
East Midlands,52.4737,-1.2564,1.275
East Midlands,52.4737,-0.3582,28.593
East Midlands,52.4738,-1.2712,3.401
East Midlands,52.4739,-1.2859,3.076
East Midlands,52.4739,-0.3730,5.534
East Midlands,52.4740,-1.3006,0.515
East Midlands,52.4741,-0.3877,6.553
East Midlands,52.4743,-0.4024,6.218
East Midlands,52.4745,-0.4171,9.519
East Midlands,52.4747,-0.4318,10.577
East Midlands,52.4749,-0.4465,11.433
East Midlands,52.4750,-0.4613,266.896
East Midlands,52.4752,-0.4760,105.569
East Midlands,52.4754,-0.4907,13.987
East Midlands,52.4756,-0.5054,4.442
East Midlands,52.4758,-0.5201,4.014
East Midlands,52.4760,-0.5349,2.007
East Midlands,52.4762,-0.5496,0.602
East Midlands,52.4763,-0.5643,2.007
East Midlands,52.4765,-0.5790,1.993
East Midlands,52.4767,-0.5937,4.253
East Midlands,52.4769,-0.6085,1.007
East Midlands,52.4770,-0.6232,0.607
East Midlands,52.4772,-0.6379,2.823
East Midlands,52.4774,-0.6526,99.617
East Midlands,52.4775,-0.6673,488.681
East Midlands,52.4777,-0.6821,26.027
East Midlands,52.4779,-0.6968,1658.773
East Midlands,52.4780,-0.7115,3295.267
East Midlands,52.4782,-0.7262,1457.249
East Midlands,52.4784,-0.7410,59.332
East Midlands,52.4785,-0.7557,0.867
East Midlands,52.4787,-0.7704,1.514
East Midlands,52.4788,-0.7851,0.303
East Midlands,52.4790,-0.7998,29.570
East Midlands,52.4791,-0.8146,52.508
East Midlands,52.4793,-0.8293,1.430
East Midlands,52.4794,-0.8440,3.743
East Midlands,52.4795,-0.8587,18.903
East Midlands,52.4797,-0.8735,6.151
East Midlands,52.4798,-0.8882,43.235
East Midlands,52.4800,-0.9029,1074.563
East Midlands,52.4801,-0.9176,3302.901
East Midlands,52.4802,-0.9323,1275.924
East Midlands,52.4804,-0.9471,171.228
East Midlands,52.4805,-0.9618,128.429
East Midlands,52.4806,-0.9765,2.085
East Midlands,52.4808,-0.9912,0.395
East Midlands,52.4809,-1.0060,3.232
East Midlands,52.4810,-1.0207,5.253
East Midlands,52.4811,-1.0354,3.831
East Midlands,52.4812,-1.0501,2.348
East Midlands,52.4814,-1.0649,1.439
East Midlands,52.4815,-1.0796,3.078
East Midlands,52.4816,-1.0943,2.668
East Midlands,52.4817,-1.1090,8.116
East Midlands,52.4818,-1.1238,67.173
East Midlands,52.4819,-1.1385,5.450
East Midlands,52.4820,-1.1532,264.347
East Midlands,52.4821,-1.1679,2.845
East Midlands,52.4822,-1.1827,5.243
East Midlands,52.4823,-1.1974,6.638
East Midlands,52.4824,-1.2121,5.371
East Midlands,52.4824,-0.3432,5.584
East Midlands,52.4825,-1.2268,9.214
East Midlands,52.4826,-1.2416,45.586
East Midlands,52.4826,-0.3579,1.845
East Midlands,52.4827,-1.2563,313.966
East Midlands,52.4828,-1.2710,32.278
East Midlands,52.4828,-0.3726,3.382
East Midlands,52.4829,-1.2857,29.198
East Midlands,52.4830,-1.3005,12.037
East Midlands,52.4831,-1.3152,0.799
East Midlands,52.4831,-0.3873,2.935
East Midlands,52.4833,-0.4021,2.187
East Midlands,52.4834,-0.4168,3.249
East Midlands,52.4836,-0.4315,1.299
East Midlands,52.4838,-0.4462,42.310
East Midlands,52.4840,-0.4609,770.784
East Midlands,52.4842,-0.4757,906.976
East Midlands,52.4844,-0.4904,83.391
East Midlands,52.4846,-0.5051,3.594
East Midlands,52.4848,-0.5198,1.003
East Midlands,52.4850,-0.5346,11.038
East Midlands,52.4851,-0.5493,8.831
East Midlands,52.4853,-0.5640,0.803
East Midlands,52.4855,-0.5787,0.602
East Midlands,52.4857,-0.5935,4.689
East Midlands,52.4859,-0.6082,5.473
East Midlands,52.4860,-0.6229,0.624
East Midlands,52.4862,-0.6376,10.896
East Midlands,52.4864,-0.6523,38.235
East Midlands,52.4865,-0.6671,125.171
East Midlands,52.4867,-0.6818,948.637
East Midlands,52.4869,-0.6965,1894.700
East Midlands,52.4870,-0.7112,1469.140
East Midlands,52.4872,-0.7260,1891.079
East Midlands,52.4873,-0.7407,2.250
East Midlands,52.4875,-0.7554,1.403
East Midlands,52.4877,-0.7701,2.962
East Midlands,52.4878,-0.7849,3.773
East Midlands,52.4880,-0.7996,100.717
East Midlands,52.4881,-0.8143,11.883
East Midlands,52.4882,-0.8290,0.684
East Midlands,52.4884,-0.8438,0.749
East Midlands,52.4885,-0.8585,0.561
East Midlands,52.4887,-0.8732,2.757
East Midlands,52.4888,-0.8880,17.345
East Midlands,52.4890,-0.9027,297.292
East Midlands,52.4891,-0.9174,491.914
East Midlands,52.4892,-0.9321,347.104
East Midlands,52.4894,-0.9469,441.038
East Midlands,52.4895,-0.9616,10.458
East Midlands,52.4896,-0.9763,10.478
East Midlands,52.4897,-0.9910,5.035
East Midlands,52.4899,-1.0058,4.445
East Midlands,52.4900,-1.0205,13.334
East Midlands,52.4901,-1.0352,10.536
East Midlands,52.4902,-1.0499,15.797
East Midlands,52.4903,-1.0647,2.878
East Midlands,52.4905,-1.0794,3.386
East Midlands,52.4906,-1.0941,25.156
East Midlands,52.4907,-1.1089,84.806
East Midlands,52.4908,-1.1236,7.158
East Midlands,52.4909,-1.1383,10.220
East Midlands,52.4910,-1.1530,80.135
East Midlands,52.4911,-1.1678,33.624
East Midlands,52.4912,-1.1825,5.538
East Midlands,52.4913,-1.1972,7.269
East Midlands,52.4914,-1.2120,5.295
East Midlands,52.4915,-1.2267,93.268
East Midlands,52.4916,-1.2414,9.585
East Midlands,52.4916,-0.3576,0.185
East Midlands,52.4917,-1.2561,27.052
East Midlands,52.4918,-1.2709,233.811
East Midlands,52.4918,-0.3723,0.556
East Midlands,52.4919,-1.2856,14.678
East Midlands,52.4920,-1.3003,6.794
East Midlands,52.4920,-0.3870,1.897
East Midlands,52.4921,-1.3298,3.033
East Midlands,52.4921,-1.3151,7.140
East Midlands,52.4922,-1.3445,0.210
East Midlands,52.4922,-0.4017,3.038
East Midlands,52.4924,-0.4165,2.127
East Midlands,52.4926,-0.4312,2.734
East Midlands,52.4928,-0.4459,13.174
East Midlands,52.4930,-0.4606,45.526
East Midlands,52.4932,-0.4754,656.241
East Midlands,52.4934,-0.4901,27.516
East Midlands,52.4936,-0.5048,3.954
East Midlands,52.4938,-0.5195,0.936
East Midlands,52.4940,-0.5343,3.274
East Midlands,52.4941,-0.5490,9.834
East Midlands,52.4943,-0.5637,27.094
East Midlands,52.4945,-0.5784,3.010
East Midlands,52.4947,-0.5932,3.389
East Midlands,52.4948,-0.6079,1.567
East Midlands,52.4950,-0.6226,562.294
East Midlands,52.4952,-0.6373,358.597
East Midlands,52.4954,-0.6521,79.236
East Midlands,52.4955,-0.6668,45.430
East Midlands,52.4957,-0.6815,755.828
East Midlands,52.4959,-0.6963,1828.464
East Midlands,52.4960,-0.7110,2006.737
East Midlands,52.4962,-0.7257,1058.518
East Midlands,52.4963,-0.7404,10.660
East Midlands,52.4965,-0.7552,33.782
East Midlands,52.4966,-0.7699,117.048
East Midlands,52.4968,-0.7846,5.031
East Midlands,52.4969,-0.7994,0.730
East Midlands,52.4971,-0.8141,0.807
East Midlands,52.4972,-0.8288,4.147
East Midlands,52.4974,-0.8435,7.529
East Midlands,52.4975,-0.8583,13.934
East Midlands,52.4977,-0.8730,4.287
East Midlands,52.4978,-0.8877,2.452
East Midlands,52.4979,-0.9025,30.858
East Midlands,52.4981,-0.9172,29.656
East Midlands,52.4982,-0.9319,10.371
East Midlands,52.4983,-0.9466,5.159
East Midlands,52.4985,-0.9614,32.399
East Midlands,52.4986,-0.9761,24.178
East Midlands,52.4987,-0.9908,11.078
East Midlands,52.4989,-1.0056,0.693
East Midlands,52.4990,-1.0203,5.125
East Midlands,52.4991,-1.0350,8.844
East Midlands,52.4992,-1.0498,27.330
East Midlands,52.4993,-1.0645,2.695
East Midlands,52.4995,-1.0792,12.486
East Midlands,52.4996,-1.0939,4.856
East Midlands,52.4997,-1.1087,47.078
East Midlands,52.4998,-1.1234,9.661
East Midlands,52.4999,-1.1381,76.824
East Midlands,52.5000,-1.1529,15.931
East Midlands,52.5001,-1.1676,17.201
East Midlands,52.5002,-1.1823,5.528
East Midlands,52.5003,-1.1971,7.704
East Midlands,52.5004,-1.2118,10.534
East Midlands,52.5005,-1.2265,32.114
East Midlands,52.5006,-1.2413,4.729
East Midlands,52.5006,-0.3572,1.020
East Midlands,52.5007,-1.2560,10.470
East Midlands,52.5008,-1.2707,5.451
East Midlands,52.5008,-0.3720,0.649
East Midlands,52.5009,-1.2854,4.893
East Midlands,52.5010,-1.3149,6.082
East Midlands,52.5010,-1.3002,3.750
East Midlands,52.5010,-0.3867,5.099
East Midlands,52.5011,-1.3296,3.150
East Midlands,52.5012,-1.3444,0.794
East Midlands,52.5012,-0.4014,21.505
East Midlands,52.5013,-1.3591,1.039
East Midlands,52.5014,-0.4161,49.235
East Midlands,52.5016,-0.4309,7.009
East Midlands,52.5018,-0.4456,20.080
East Midlands,52.5020,-0.4603,44.386
East Midlands,52.5022,-0.4751,1.830
East Midlands,52.5024,-0.4898,88.333
East Midlands,52.5026,-0.5045,8.535
East Midlands,52.5028,-0.5192,4.210
East Midlands,52.5029,-0.5340,1.871
East Midlands,52.5031,-0.5487,1.003
East Midlands,52.5033,-0.5634,0.856
East Midlands,52.5035,-0.5782,0.428
East Midlands,52.5037,-0.5929,1.871
East Midlands,52.5038,-0.6076,2.350
East Midlands,52.5040,-0.6223,410.975
East Midlands,52.5042,-0.6371,897.191
East Midlands,52.5043,-0.6518,165.092
East Midlands,52.5045,-0.6665,59.692
East Midlands,52.5047,-0.6813,245.020
East Midlands,52.5048,-0.6960,884.915
East Midlands,52.5050,-0.7107,1290.873
East Midlands,52.5052,-0.7255,63.275
East Midlands,52.5053,-0.7402,8.135
East Midlands,52.5055,-0.7549,230.444
East Midlands,52.5056,-0.7696,28.956
East Midlands,52.5058,-0.7844,0.201
East Midlands,52.5059,-0.7991,0.177
East Midlands,52.5061,-0.8138,1.060
East Midlands,52.5062,-0.8286,83.777
East Midlands,52.5064,-0.8433,7.529
East Midlands,52.5065,-0.8580,28.403
East Midlands,52.5067,-0.8728,1.233
East Midlands,52.5068,-0.8875,3.761
East Midlands,52.5069,-0.9022,1.889
East Midlands,52.5071,-0.9170,3.332
East Midlands,52.5072,-0.9317,14.226
East Midlands,52.5073,-0.9464,17.264
East Midlands,52.5075,-0.9612,60.516
East Midlands,52.5076,-0.9759,6.448
East Midlands,52.5077,-0.9906,13.597
East Midlands,52.5078,-1.0054,2.634
East Midlands,52.5080,-1.0201,0.675
East Midlands,52.5081,-1.0348,4.176
East Midlands,52.5082,-1.0496,1.139
East Midlands,52.5083,-1.0643,3.638
East Midlands,52.5084,-1.0790,19.314
East Midlands,52.5086,-1.0938,0.739
