settlementDate,systemSellPrice
2019-03-12,13.8544
2019-03-13,13.8544
2019-03-14,13.8544
2019-03-15,13.8544
2019-03-16,13.8544
2019-03-17,13.8544
2019-03-18,13.8544
2019-03-19,13.8544
2019-03-20,13.8544
2019-03-21,13.8544
2019-03-22,13.8544
2019-03-23,13.8544
2019-03-24,13.8544
2019-03-25,13.8544
2019-03-26,13.8544
2019-03-27,13.8544
2019-03-28,13.8544
2019-03-29,13.8544
2019-03-30,13.8544
2019-03-31,13.8544
2019-04-01,13.2041
2019-04-02,13.2041
2019-04-03,13.2041
2019-04-04,13.2041
2019-04-05,13.2041
2019-04-06,13.2041
2019-04-07,13.2041
2019-04-08,13.2041
2019-04-09,13.2041
2019-04-10,13.2041
2019-04-11,13.2041
2019-04-12,13.2041
2019-04-13,13.2041
2019-04-14,13.2041
2019-04-15,13.2041
2019-04-16,13.2041
2019-04-17,13.2041
2019-04-18,13.2041
2019-04-19,13.2041
2019-04-20,13.2041
2019-04-21,13.2041
2019-04-22,13.2041
2019-04-23,13.2041
2019-04-24,13.2041
2019-04-25,13.2041
2019-04-26,13.2041
2019-04-27,13.2041
2019-04-28,13.2041
2019-04-29,13.2041
2019-04-30,13.2041
2019-05-01,11.6231
2019-05-02,11.6231
2019-05-03,11.6231
2019-05-04,11.6231
2019-05-05,11.6231
2019-05-06,11.6231
2019-05-07,11.6231
2019-05-08,11.6231
2019-05-09,11.6231
2019-05-10,11.6231
2019-05-11,11.6231
2019-05-12,11.6231
2019-05-13,11.6231
2019-05-14,11.6231
2019-05-15,11.6231
2019-05-16,11.6231
2019-05-17,11.6231
2019-05-18,11.6231
2019-05-19,11.6231
2019-05-20,11.6231
2019-05-21,11.6231
2019-05-22,11.6231
2019-05-23,11.6231
2019-05-24,11.6231
2019-05-25,11.6231
2019-05-26,11.6231
2019-05-27,11.6231
2019-05-28,11.6231
2019-05-29,11.6231
2019-05-30,11.6231
2019-05-31,11.6231
2019-06-01,9.2849
2019-06-02,9.2849
2019-06-03,9.2849
2019-06-04,9.2849
2019-06-05,9.2849
2019-06-06,9.2849
2019-06-07,9.2849
2019-06-08,9.2849
2019-06-09,9.2849
2019-06-10,9.2849
2019-06-11,9.2849
2019-06-12,9.2849
2019-06-13,9.2849
2019-06-14,9.2849
2019-06-15,9.2849
2019-06-16,9.2849
2019-06-17,9.2849
2019-06-18,9.2849
2019-06-19,9.2849
2019-06-20,9.2849
2019-06-21,9.2849
2019-06-22,9.2849
2019-06-23,9.2849
2019-06-24,9.2849
2019-06-25,9.2849
2019-06-26,9.2849
2019-06-27,9.2849
2019-06-28,9.2849
2019-06-29,9.2849
2019-06-30,9.2849
2019-07-01,9.5859
2019-07-02,9.5859
2019-07-03,9.5859
2019-07-04,9.5859
2019-07-05,9.5859
2019-07-06,9.5859
2019-07-07,9.5859
2019-07-08,9.5859
2019-07-09,9.5859
2019-07-10,9.5859
2019-07-11,9.5859
2019-07-12,9.5859
2019-07-13,9.5859
2019-07-14,9.5859
2019-07-15,9.5859
2019-07-16,9.5859
2019-07-17,9.5859
2019-07-18,9.5859
2019-07-19,9.5859
2019-07-20,9.5859
2019-07-21,9.5859
2019-07-22,9.5859
2019-07-23,9.5859
2019-07-24,9.5859
2019-07-25,9.5859
2019-07-26,9.5859
2019-07-27,9.5859
2019-07-28,9.5859
2019-07-29,9.5859
2019-07-30,9.5859
2019-07-31,9.5859
2019-08-01,8.7175
2019-08-02,8.7175
2019-08-03,8.7175
2019-08-04,8.7175
2019-08-05,8.7175
2019-08-06,8.7175
2019-08-07,8.7175
2019-08-08,8.7175
2019-08-09,8.7175
2019-08-10,8.7175
2019-08-11,8.7175
2019-08-12,8.7175
2019-08-13,8.7175
2019-08-14,8.7175
2019-08-15,8.7175
2019-08-16,8.7175
2019-08-17,8.7175
2019-08-18,8.7175
2019-08-19,8.7175
2019-08-20,8.7175
2019-08-21,8.7175
2019-08-22,8.7175
2019-08-23,8.7175
2019-08-24,8.7175
2019-08-25,8.7175
2019-08-26,8.7175
2019-08-27,8.7175
2019-08-28,8.7175
2019-08-29,8.7175
2019-08-30,8.7175
2019-08-31,8.7175
2019-09-01,8.2286
2019-09-02,8.2286
2019-09-03,8.2286
2019-09-04,8.2286
2019-09-05,8.2286
2019-09-06,8.2286
2019-09-07,8.2286
2019-09-08,8.2286
2019-09-09,8.2286
2019-09-10,8.2286
2019-09-11,8.2286
2019-09-12,8.2286
2019-09-13,8.2286
2019-09-14,8.2286
2019-09-15,8.2286
2019-09-16,8.2286
2019-09-17,8.2286
2019-09-18,8.2286
2019-09-19,8.2286
2019-09-20,8.2286
2019-09-21,8.2286
2019-09-22,8.2286
2019-09-23,8.2286
2019-09-24,8.2286
2019-09-25,8.2286
2019-09-26,8.2286
2019-09-27,8.2286
2019-09-28,8.2286
2019-09-29,8.2286
2019-09-30,8.2286
2019-10-01,8.9029
2019-10-02,8.9029
2019-10-03,8.9029
2019-10-04,8.9029
2019-10-05,8.9029
2019-10-06,8.9029
2019-10-07,8.9029
2019-10-08,8.9029
2019-10-09,8.9029
2019-10-10,8.9029
2019-10-11,8.9029
2019-10-12,8.9029
2019-10-13,8.9029
2019-10-14,8.9029
2019-10-15,8.9029
2019-10-16,8.9029
2019-10-17,8.9029
2019-10-18,8.9029
2019-10-19,8.9029
2019-10-20,8.9029
2019-10-21,8.9029
2019-10-22,8.9029
2019-10-23,8.9029
2019-10-24,8.9029
2019-10-25,8.9029
2019-10-26,8.9029
2019-10-27,8.9029
2019-10-28,8.9029
2019-10-29,8.9029
2019-10-30,8.9029
2019-10-31,8.9029
2019-11-01,12.745
2019-11-02,12.745
2019-11-03,12.745
2019-11-04,12.745
2019-11-05,12.745
2019-11-06,12.745
2019-11-07,12.745
2019-11-08,12.745
2019-11-09,12.745
2019-11-10,12.745
2019-11-11,12.745
2019-11-12,12.745
2019-11-13,12.745
2019-11-14,12.745
2019-11-15,12.745
2019-11-16,12.745
2019-11-17,12.745
2019-11-18,12.745
2019-11-19,12.745
2019-11-20,12.745
2019-11-21,12.745
2019-11-22,12.745
2019-11-23,12.745
2019-11-24,12.745
2019-11-25,12.745
2019-11-26,12.745
2019-11-27,12.745
2019-11-28,12.745
2019-11-29,12.745
2019-11-30,12.745
2019-12-01,11.3122
2019-12-02,11.3122
2019-12-03,11.3122
2019-12-04,11.3122
2019-12-05,11.3122
2019-12-06,11.3122
2019-12-07,11.3122
2019-12-08,11.3122
2019-12-09,11.3122
2019-12-10,11.3122
2019-12-11,11.3122
2019-12-12,11.3122
2019-12-13,11.3122
2019-12-14,11.3122
2019-12-15,11.3122
2019-12-16,11.3122
2019-12-17,11.3122
2019-12-18,11.3122
2019-12-19,11.3122
2019-12-20,11.3122
2019-12-21,11.3122
2019-12-22,11.3122
2019-12-23,11.3122
2019-12-24,11.3122
2019-12-25,11.3122
2019-12-26,11.3122
2019-12-27,11.3122
2019-12-28,11.3122
2019-12-29,11.3122
2019-12-30,11.3122
2019-12-31,11.3122
2020-01-01,9.6667
2020-01-02,9.6667
2020-01-03,9.6667
2020-01-04,9.6667
2020-01-05,9.6667
2020-01-06,9.6667
2020-01-07,9.6667
2020-01-08,9.6667
2020-01-09,9.6667
2020-01-10,9.6667
2020-01-11,9.6667
2020-01-12,9.6667
2020-01-13,9.6667
2020-01-14,9.6667
2020-01-15,9.6667
2020-01-16,9.6667
2020-01-17,9.6667
2020-01-18,9.6667
2020-01-19,9.6667
2020-01-20,9.6667
2020-01-21,9.6667
2020-01-22,9.6667
2020-01-23,9.6667
2020-01-24,9.6667
2020-01-25,9.6667
2020-01-26,9.6667
2020-01-27,9.6667
2020-01-28,9.6667
2020-01-29,9.6667
2020-01-30,9.6667
2020-01-31,9.6667
2020-02-01,7.9852
2020-02-02,7.9852
2020-02-03,7.9852
2020-02-04,7.9852
2020-02-05,7.9852
2020-02-06,7.9852
2020-02-07,7.9852
2020-02-08,7.9852
2020-02-09,7.9852
2020-02-10,7.9852
2020-02-11,7.9852
2020-02-12,7.9852
2020-02-13,7.9852
2020-02-14,7.9852
2020-02-15,7.9852
2020-02-16,7.9852
2020-02-17,7.9852
2020-02-18,7.9852
2020-02-19,7.9852
2020-02-20,7.9852
2020-02-21,7.9852
2020-02-22,7.9852
2020-02-23,7.9852
2020-02-24,7.9852
2020-02-25,7.9852
2020-02-26,7.9852
2020-02-27,7.9852
2020-02-28,7.9852
2020-02-29,7.9852
2020-03-01,7.437
2020-03-02,7.437
2020-03-03,7.437
2020-03-04,7.437
2020-03-05,7.437
2020-03-06,7.437
2020-03-07,7.437
2020-03-08,7.437
2020-03-09,7.437
2020-03-10,7.437
2020-03-11,7.437
2020-03-12,7.437
2020-03-13,7.437
2020-03-14,7.437
2020-03-15,7.437
2020-03-16,7.437
2020-03-17,7.437
2020-03-18,7.437
2020-03-19,7.437
2020-03-20,7.437
2020-03-21,7.437
2020-03-22,7.437
2020-03-23,7.437
2020-03-24,7.437
2020-03-25,7.437
2020-03-26,7.437
2020-03-27,7.437
2020-03-28,7.437
2020-03-29,7.437
2020-03-30,7.437
2020-03-31,7.437
2020-04-01,5.5551
2020-04-02,5.5551
2020-04-03,5.5551
2020-04-04,5.5551
2020-04-05,5.5551
2020-04-06,5.5551
2020-04-07,5.5551
2020-04-08,5.5551
2020-04-09,5.5551
2020-04-10,5.5551
2020-04-11,5.5551
2020-04-12,5.5551
2020-04-13,5.5551
2020-04-14,5.5551
2020-04-15,5.5551
2020-04-16,5.5551
2020-04-17,5.5551
2020-04-18,5.5551
2020-04-19,5.5551
2020-04-20,5.5551
2020-04-21,5.5551
2020-04-22,5.5551
2020-04-23,5.5551
2020-04-24,5.5551
2020-04-25,5.5551
2020-04-26,5.5551
2020-04-27,5.5551
2020-04-28,5.5551
2020-04-29,5.5551
2020-04-30,5.5551
2020-05-01,3.899
2020-05-02,3.899
2020-05-03,3.899
2020-05-04,3.899
2020-05-05,3.899
2020-05-06,3.899
2020-05-07,3.899
2020-05-08,3.899
2020-05-09,3.899
2020-05-10,3.899
2020-05-11,3.899
2020-05-12,3.899
2020-05-13,3.899
2020-05-14,3.899
2020-05-15,3.899
2020-05-16,3.899
2020-05-17,3.899
2020-05-18,3.899
2020-05-19,3.899
2020-05-20,3.899
2020-05-21,3.899
2020-05-22,3.899
2020-05-23,3.899
2020-05-24,3.899
2020-05-25,3.899
2020-05-26,3.899
2020-05-27,3.899
2020-05-28,3.899
2020-05-29,3.899
2020-05-30,3.899
2020-05-31,3.899
2020-06-01,4.3913
2020-06-02,4.3913
2020-06-03,4.3913
2020-06-04,4.3913
2020-06-05,4.3913
2020-06-06,4.3913
2020-06-07,4.3913
2020-06-08,4.3913
2020-06-09,4.3913
2020-06-10,4.3913
2020-06-11,4.3913
2020-06-12,4.3913
2020-06-13,4.3913
2020-06-14,4.3913
2020-06-15,4.3913
2020-06-16,4.3913
2020-06-17,4.3913
2020-06-18,4.3913
2020-06-19,4.3913
2020-06-20,4.3913
2020-06-21,4.3913
2020-06-22,4.3913
2020-06-23,4.3913
2020-06-24,4.3913
2020-06-25,4.3913
2020-06-26,4.3913
2020-06-27,4.3913
2020-06-28,4.3913
2020-06-29,4.3913
2020-06-30,4.3913
2020-07-01,4.3741
2020-07-02,4.3741
2020-07-03,4.3741
2020-07-04,4.3741
2020-07-05,4.3741
2020-07-06,4.3741
2020-07-07,4.3741
2020-07-08,4.3741
2020-07-09,4.3741
2020-07-10,4.3741
2020-07-11,4.3741
2020-07-12,4.3741
2020-07-13,4.3741
2020-07-14,4.3741
2020-07-15,4.3741
2020-07-16,4.3741
2020-07-17,4.3741
2020-07-18,4.3741
2020-07-19,4.3741
2020-07-20,4.3741
2020-07-21,4.3741
2020-07-22,4.3741
2020-07-23,4.3741
2020-07-24,4.3741
2020-07-25,4.3741
2020-07-26,4.3741
2020-07-27,4.3741
2020-07-28,4.3741
2020-07-29,4.3741
2020-07-30,4.3741
2020-07-31,4.3741
2020-08-01,6.9618
2020-08-02,6.9618
2020-08-03,6.9618
2020-08-04,6.9618
2020-08-05,6.9618
2020-08-06,6.9618
2020-08-07,6.9618
2020-08-08,6.9618
2020-08-09,6.9618
2020-08-10,6.9618
2020-08-11,6.9618
2020-08-12,6.9618
2020-08-13,6.9618
2020-08-14,6.9618
2020-08-15,6.9618
2020-08-16,6.9618
2020-08-17,6.9618
2020-08-18,6.9618
2020-08-19,6.9618
2020-08-20,6.9618
2020-08-21,6.9618
2020-08-22,6.9618
2020-08-23,6.9618
2020-08-24,6.9618
2020-08-25,6.9618
2020-08-26,6.9618
2020-08-27,6.9618
2020-08-28,6.9618
2020-08-29,6.9618
2020-08-30,6.9618
2020-08-31,6.9618
2020-09-01,10.2764
2020-09-02,10.2764
2020-09-03,10.2764
2020-09-04,10.2764
2020-09-05,10.2764
2020-09-06,10.2764
2020-09-07,10.2764
2020-09-08,10.2764
2020-09-09,10.2764
2020-09-10,10.2764
2020-09-11,10.2764
2020-09-12,10.2764
2020-09-13,10.2764
2020-09-14,10.2764
2020-09-15,10.2764
2020-09-16,10.2764
2020-09-17,10.2764
2020-09-18,10.2764
2020-09-19,10.2764
2020-09-20,10.2764
2020-09-21,10.2764
2020-09-22,10.2764
2020-09-23,10.2764
2020-09-24,10.2764
2020-09-25,10.2764
2020-09-26,10.2764
2020-09-27,10.2764
2020-09-28,10.2764
2020-09-29,10.2764
2020-09-30,10.2764
2020-10-01,12.8324
2020-10-02,12.8324
2020-10-03,12.8324
2020-10-04,12.8324
2020-10-05,12.8324
2020-10-06,12.8324
2020-10-07,12.8324
2020-10-08,12.8324
2020-10-09,12.8324
2020-10-10,12.8324
2020-10-11,12.8324
2020-10-12,12.8324
2020-10-13,12.8324
2020-10-14,12.8324
2020-10-15,12.8324
2020-10-16,12.8324
2020-10-17,12.8324
2020-10-18,12.8324
2020-10-19,12.8324
2020-10-20,12.8324
2020-10-21,12.8324
2020-10-22,12.8324
2020-10-23,12.8324
2020-10-24,12.8324
2020-10-25,12.8324
2020-10-26,12.8324
2020-10-27,12.8324
2020-10-28,12.8324
2020-10-29,12.8324
2020-10-30,12.8324
2020-10-31,12.8324
2020-11-01,12.7516
2020-11-02,12.7516
2020-11-03,12.7516
2020-11-04,12.7516
2020-11-05,12.7516
2020-11-06,12.7516
2020-11-07,12.7516
2020-11-08,12.7516
2020-11-09,12.7516
2020-11-10,12.7516
2020-11-11,12.7516
2020-11-12,12.7516
2020-11-13,12.7516
2020-11-14,12.7516
2020-11-15,12.7516
2020-11-16,12.7516
2020-11-17,12.7516
2020-11-18,12.7516
2020-11-19,12.7516
2020-11-20,12.7516
2020-11-21,12.7516
2020-11-22,12.7516
2020-11-23,12.7516
2020-11-24,12.7516
2020-11-25,12.7516
2020-11-26,12.7516
2020-11-27,12.7516
2020-11-28,12.7516
2020-11-29,12.7516
2020-11-30,12.7516
2020-12-01,15.5377
2020-12-02,15.5377
2020-12-03,15.5377
2020-12-04,15.5377
2020-12-05,15.5377
2020-12-06,15.5377
2020-12-07,15.5377
2020-12-08,15.5377
2020-12-09,15.5377
2020-12-10,15.5377
2020-12-11,15.5377
2020-12-12,15.5377
2020-12-13,15.5377
2020-12-14,15.5377
2020-12-15,15.5377
2020-12-16,15.5377
2020-12-17,15.5377
2020-12-18,15.5377
2020-12-19,15.5377
2020-12-20,15.5377
2020-12-21,15.5377
2020-12-22,15.5377
2020-12-23,15.5377
2020-12-24,15.5377
2020-12-25,15.5377
2020-12-26,15.5377
2020-12-27,15.5377
2020-12-28,15.5377
2020-12-29,15.5377
2020-12-30,15.5377
2020-12-31,15.5377
2021-01-01,19.4675
2021-01-02,19.4675
2021-01-03,19.4675
2021-01-04,19.4675
2021-01-05,19.4675
2021-01-06,19.4675
2021-01-07,19.4675
2021-01-08,19.4675
2021-01-09,19.4675
2021-01-10,19.4675
2021-01-11,19.4675
2021-01-12,19.4675
2021-01-13,19.4675
2021-01-14,19.4675
2021-01-15,19.4675
2021-01-16,19.4675
2021-01-17,19.4675
2021-01-18,19.4675
2021-01-19,19.4675
2021-01-20,19.4675
2021-01-21,19.4675
2021-01-22,19.4675
2021-01-23,19.4675
2021-01-24,19.4675
2021-01-25,19.4675
2021-01-26,19.4675
2021-01-27,19.4675
2021-01-28,19.4675
2021-01-29,19.4675
2021-01-30,19.4675
2021-01-31,19.4675
2021-02-01,16.4512
2021-02-02,16.4512
2021-02-03,16.4512
2021-02-04,16.4512
2021-02-05,16.4512
2021-02-06,16.4512
2021-02-07,16.4512
2021-02-08,16.4512
2021-02-09,16.4512
2021-02-10,16.4512
2021-02-11,16.4512
2021-02-12,16.4512
2021-02-13,16.4512
2021-02-14,16.4512
2021-02-15,16.4512
2021-02-16,16.4512
2021-02-17,16.4512
2021-02-18,16.4512
2021-02-19,16.4512
2021-02-20,16.4512
2021-02-21,16.4512
2021-02-22,16.4512
2021-02-23,16.4512
2021-02-24,16.4512
2021-02-25,16.4512
2021-02-26,16.4512
2021-02-27,16.4512
2021-02-28,16.4512
2021-03-01,16.5415
2021-03-02,16.5415
2021-03-03,16.5415
2021-03-04,16.5415
2021-03-05,16.5415
2021-03-06,16.5415
2021-03-07,16.5415
2021-03-08,16.5415
2021-03-09,16.5415
2021-03-10,16.5415
2021-03-11,16.5415
2021-03-12,16.5415
2021-03-13,16.5415
2021-03-14,16.5415
2021-03-15,16.5415
2021-03-16,16.5415
2021-03-17,16.5415
2021-03-18,16.5415
2021-03-19,16.5415
2021-03-20,16.5415
2021-03-21,16.5415
2021-03-22,16.5415
2021-03-23,16.5415
2021-03-24,16.5415
2021-03-25,16.5415
2021-03-26,16.5415
2021-03-27,16.5415
2021-03-28,16.5415
2021-03-29,16.5415
2021-03-30,16.5415
2021-03-31,16.5415
2021-04-01,19.4139
2021-04-02,19.4139
2021-04-03,19.4139
2021-04-04,19.4139
2021-04-05,19.4139
2021-04-06,19.4139
2021-04-07,19.4139
2021-04-08,19.4139
2021-04-09,19.4139
2021-04-10,19.4139
2021-04-11,19.4139
2021-04-12,19.4139
2021-04-13,19.4139
2021-04-14,19.4139
2021-04-15,19.4139
2021-04-16,19.4139
2021-04-17,19.4139
2021-04-18,19.4139
2021-04-19,19.4139
2021-04-20,19.4139
2021-04-21,19.4139
2021-04-22,19.4139
2021-04-23,19.4139
2021-04-24,19.4139
2021-04-25,19.4139
2021-04-26,19.4139
2021-04-27,19.4139
2021-04-28,19.4139
2021-04-29,19.4139
2021-04-30,19.4139
2021-05-01,24.0042
2021-05-02,24.0042
2021-05-03,24.0042
2021-05-04,24.0042
2021-05-05,24.0042
2021-05-06,24.0042
2021-05-07,24.0042
2021-05-08,24.0042
2021-05-09,24.0042
2021-05-10,24.0042
2021-05-11,24.0042
2021-05-12,24.0042
2021-05-13,24.0042
2021-05-14,24.0042
2021-05-15,24.0042
2021-05-16,24.0042
2021-05-17,24.0042
2021-05-18,24.0042
2021-05-19,24.0042
2021-05-20,24.0042
2021-05-21,24.0042
2021-05-22,24.0042
2021-05-23,24.0042
2021-05-24,24.0042
2021-05-25,24.0042
2021-05-26,24.0042
2021-05-27,24.0042
2021-05-28,24.0042
2021-05-29,24.0042
2021-05-30,24.0042
2021-05-31,24.0042
2021-06-01,27.5215
2021-06-02,27.5215
2021-06-03,27.5215
2021-06-04,27.5215
2021-06-05,27.5215
2021-06-06,27.5215
2021-06-07,27.5215
2021-06-08,27.5215
2021-06-09,27.5215
2021-06-10,27.5215
2021-06-11,27.5215
2021-06-12,27.5215
2021-06-13,27.5215
2021-06-14,27.5215
2021-06-15,27.5215
2021-06-16,27.5215
2021-06-17,27.5215
2021-06-18,27.5215
2021-06-19,27.5215
2021-06-20,27.5215
2021-06-21,27.5215
2021-06-22,27.5215
2021-06-23,27.5215
2021-06-24,27.5215
2021-06-25,27.5215
2021-06-26,27.5215
2021-06-27,27.5215
2021-06-28,27.5215
2021-06-29,27.5215
2021-06-30,27.5215
2021-07-01,33.3865
2021-07-02,33.3865
2021-07-03,33.3865
2021-07-04,33.3865
2021-07-05,33.3865
2021-07-06,33.3865
2021-07-07,33.3865
2021-07-08,33.3865
2021-07-09,33.3865
2021-07-10,33.3865
2021-07-11,33.3865
2021-07-12,33.3865
2021-07-13,33.3865
2021-07-14,33.3865
2021-07-15,33.3865
2021-07-16,33.3865
2021-07-17,33.3865
2021-07-18,33.3865
2021-07-19,33.3865
2021-07-20,33.3865
2021-07-21,33.3865
2021-07-22,33.3865
2021-07-23,33.3865
2021-07-24,33.3865
2021-07-25,33.3865
2021-07-26,33.3865
2021-07-27,33.3865
2021-07-28,33.3865
2021-07-29,33.3865
2021-07-30,33.3865
2021-07-31,33.3865
2021-08-01,40.73
2021-08-02,40.73
2021-08-03,40.73
2021-08-04,40.73
2021-08-05,40.73
2021-08-06,40.73
2021-08-07,40.73
2021-08-08,40.73
2021-08-09,40.73
2021-08-10,40.73
2021-08-11,40.73
2021-08-12,40.73
2021-08-13,40.73
2021-08-14,40.73
2021-08-15,40.73
2021-08-16,40.73
2021-08-17,40.73
2021-08-18,40.73
2021-08-19,40.73
2021-08-20,40.73
2021-08-21,40.73
2021-08-22,40.73
2021-08-23,40.73
2021-08-24,40.73
2021-08-25,40.73
2021-08-26,40.73
2021-08-27,40.73
2021-08-28,40.73
2021-08-29,40.73
2021-08-30,40.73
2021-08-31,40.73
2021-09-01,59.2671
2021-09-02,59.2671
2021-09-03,59.2671
2021-09-04,59.2671
2021-09-05,59.2671
2021-09-06,59.2671
2021-09-07,59.2671
2021-09-08,59.2671
2021-09-09,59.2671
2021-09-10,59.2671
2021-09-11,59.2671
2021-09-12,59.2671
2021-09-13,59.2671
2021-09-14,59.2671
2021-09-15,59.2671
2021-09-16,59.2671
2021-09-17,59.2671
2021-09-18,59.2671
2021-09-19,59.2671
2021-09-20,59.2671
2021-09-21,59.2671
2021-09-22,59.2671
2021-09-23,59.2671
2021-09-24,59.2671
2021-09-25,59.2671
2021-09-26,59.2671
2021-09-27,59.2671
2021-09-28,59.2671
2021-09-29,59.2671
2021-09-30,59.2671
2021-10-01,79.4769
2021-10-02,79.4769
2021-10-03,79.4769
2021-10-04,79.4769
2021-10-05,79.4769
2021-10-06,79.4769
2021-10-07,79.4769
2021-10-08,79.4769
2021-10-09,79.4769
2021-10-10,79.4769
2021-10-11,79.4769
2021-10-12,79.4769
2021-10-13,79.4769
2021-10-14,79.4769
2021-10-15,79.4769
2021-10-16,79.4769
2021-10-17,79.4769
2021-10-18,79.4769
2021-10-19,79.4769
2021-10-20,79.4769
2021-10-21,79.4769
2021-10-22,79.4769
2021-10-23,79.4769
2021-10-24,79.4769
2021-10-25,79.4769
2021-10-26,79.4769
2021-10-27,79.4769
2021-10-28,79.4769
2021-10-29,79.4769
2021-10-30,79.4769
2021-10-31,79.4769
2021-11-01,72.9983
2021-11-02,72.9983
2021-11-03,72.9983
2021-11-04,72.9983
2021-11-05,72.9983
2021-11-06,72.9983
2021-11-07,72.9983
2021-11-08,72.9983
2021-11-09,72.9983
2021-11-10,72.9983
2021-11-11,72.9983
2021-11-12,72.9983
2021-11-13,72.9983
2021-11-14,72.9983
2021-11-15,72.9983
2021-11-16,72.9983
2021-11-17,72.9983
2021-11-18,72.9983
2021-11-19,72.9983
2021-11-20,72.9983
2021-11-21,72.9983
2021-11-22,72.9983
2021-11-23,72.9983
2021-11-24,72.9983
2021-11-25,72.9983
2021-11-26,72.9983
2021-11-27,72.9983
2021-11-28,72.9983
2021-11-29,72.9983
2021-11-30,72.9983
2021-12-01,99.6012
2021-12-02,99.6012
2021-12-03,99.6012
2021-12-04,99.6012
2021-12-05,99.6012
2021-12-06,99.6012
2021-12-07,99.6012
2021-12-08,99.6012
2021-12-09,99.6012
2021-12-10,99.6012
2021-12-11,99.6012
2021-12-12,99.6012
2021-12-13,99.6012
2021-12-14,99.6012
2021-12-15,99.6012
2021-12-16,99.6012
2021-12-17,99.6012
2021-12-18,99.6012
2021-12-19,99.6012
2021-12-20,99.6012
2021-12-21,99.6012
2021-12-22,99.6012
2021-12-23,99.6012
2021-12-24,99.6012
2021-12-25,99.6012
2021-12-26,99.6012
2021-12-27,99.6012
2021-12-28,99.6012
2021-12-29,99.6012
2021-12-30,99.6012
2021-12-31,99.6012
2022-01-01,74.3502
2022-01-02,74.3502
2022-01-03,74.3502
2022-01-04,74.3502
2022-01-05,74.3502
2022-01-06,74.3502
2022-01-07,74.3502
2022-01-08,74.3502
2022-01-09,74.3502
2022-01-10,74.3502
2022-01-11,74.3502
2022-01-12,74.3502
2022-01-13,74.3502
2022-01-14,74.3502
2022-01-15,74.3502
2022-01-16,74.3502
2022-01-17,74.3502
2022-01-18,74.3502
2022-01-19,74.3502
2022-01-20,74.3502
2022-01-21,74.3502
2022-01-22,74.3502
2022-01-23,74.3502
2022-01-24,74.3502
2022-01-25,74.3502
2022-01-26,74.3502
2022-01-27,74.3502
2022-01-28,74.3502
2022-01-29,74.3502
2022-01-30,74.3502
2022-01-31,74.3502
2022-02-01,71.9332
2022-02-02,71.9332
2022-02-03,71.9332
2022-02-04,71.9332
2022-02-05,71.9332
2022-02-06,71.9332
2022-02-07,71.9332
2022-02-08,71.9332
2022-02-09,71.9332
2022-02-10,71.9332
2022-02-11,71.9332
2022-02-12,71.9332
2022-02-13,71.9332
2022-02-14,71.9332
2022-02-15,71.9332
2022-02-16,71.9332
2022-02-17,71.9332
2022-02-18,71.9332
2022-02-19,71.9332
2022-02-20,71.9332
2022-02-21,71.9332
2022-02-22,71.9332
2022-02-23,71.9332
2022-02-24,71.9332
2022-02-25,71.9332
2022-02-26,71.9332
2022-02-27,71.9332
2022-02-28,71.9332
2022-03-01,111.2354
2022-03-02,111.2354
2022-03-03,111.2354
2022-03-04,111.2354
2022-03-05,111.2354
2022-03-06,111.2354
2022-03-07,111.2354
2022-03-08,111.2354
2022-03-09,111.2354
2022-03-10,111.2354
2022-03-11,111.2354
2022-03-12,111.2354
2022-03-13,111.2354
2022-03-14,111.2354
2022-03-15,111.2354
2022-03-16,111.2354
2022-03-17,111.2354
2022-03-18,111.2354
2022-03-19,111.2354
2022-03-20,111.2354
2022-03-21,111.2354
2022-03-22,111.2354
2022-03-23,111.2354
2022-03-24,111.2354
2022-03-25,111.2354
2022-03-26,111.2354
2022-03-27,111.2354
2022-03-28,111.2354
2022-03-29,111.2354
2022-03-30,111.2354
2022-03-31,111.2354
2022-04-01,85.2769
2022-04-02,85.2769
2022-04-03,85.2769
2022-04-04,85.2769
2022-04-05,85.2769
2022-04-06,85.2769
2022-04-07,85.2769
2022-04-08,85.2769
2022-04-09,85.2769
2022-04-10,85.2769
2022-04-11,85.2769
2022-04-12,85.2769
2022-04-13,85.2769
2022-04-14,85.2769
2022-04-15,85.2769
2022-04-16,85.2769
2022-04-17,85.2769
2022-04-18,85.2769
2022-04-19,85.2769
2022-04-20,85.2769
2022-04-21,85.2769
2022-04-22,85.2769
2022-04-23,85.2769
2022-04-24,85.2769
2022-04-25,85.2769
2022-04-26,85.2769
2022-04-27,85.2769
2022-04-28,85.2769
2022-04-29,85.2769
2022-04-30,85.2769
2022-05-01,73.2125
2022-05-02,73.2125
2022-05-03,73.2125
2022-05-04,73.2125
2022-05-05,73.2125
2022-05-06,73.2125
2022-05-07,73.2125
2022-05-08,73.2125
2022-05-09,73.2125
2022-05-10,73.2125
2022-05-11,73.2125
2022-05-12,73.2125
2022-05-13,73.2125
2022-05-14,73.2125
2022-05-15,73.2125
2022-05-16,73.2125
2022-05-17,73.2125
2022-05-18,73.2125
2022-05-19,73.2125
2022-05-20,73.2125
2022-05-21,73.2125
2022-05-22,73.2125
2022-05-23,73.2125
2022-05-24,73.2125
2022-05-25,73.2125
2022-05-26,73.2125
2022-05-27,73.2125
2022-05-28,73.2125
2022-05-29,73.2125
